count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
322,8172,8180,4,108,932,0,81,25,4,20713,17043,25828,"(11981, -235)"
323,8194,8202,3,108,934,-79,82,24,0,20737,16900,26181,"(11988, -235)"
324,8216,8224,13,106,933,-223,83,27,0,20713,16888,26097,"(11981, -235)"
325,8238,8246,6,103,931,-127,85,24,1,20749,16929,25917,"(11915, -235)"
326,8260,8268,10,109,933,175,78,25,3,20785,17127,26163,"(11954, -235)"
327,8281,8290,4,112,924,223,82,25,-1,20557,16738,26067,"(11912, -203)"
328,8303,8312,7,112,933,335,82,27,-5,20695,16822,26007,"(11259, -203)"
329,8330,8338,2,109,939,95,82,29,1,20653,16906,26091,"(11973, -235)"
330,8355,8364,3,107,939,79,80,25,-2,20485,16918,26223,"(11978, -235)"
331,8377,8386,8,97,928,-271,80,25,4,20575,16918,26438,"(11970, -235)"
332,8399,8407,6,111,935,-223,81,26,2,20701,16918,26097,"(11947, -235)"
333,8421,8429,3,104,926,-47,80,25,-3,20474,16965,26205,"(11952, -235)"
334,8443,8451,11,102,927,255,81,26,-1,20581,16941,25906,"(11917, -235)"
335,8486,8495,11,104,929,255,85,27,-2,20773,17013,26355,"(11924, -235)"
336,8508,8517,7,102,931,79,90,22,-4,20791,16840,26133,"(11195, -235)"
337,8530,8538,7,107,933,-47,82,25,0,20432,16918,26031,"(11986, -203)"
338,8552,8560,4,103,930,0,85,25,4,20737,16714,26211,"(11971, -235)"
339,8574,8582,8,103,930,0,84,25,-1,20611,16906,26552,"(11972, -235)"
340,8605,8613,3,110,935,127,81,27,0,20737,16840,26432,"(11950, -235)"
341,8627,8635,3,106,937,-79,82,27,0,20623,16750,26271,"(11912, -235)"
342,8653,8661,12,104,937,207,83,24,-292,20569,16977,25965,"(11912, -235)"
343,8675,8684,2,107,933,95,83,29,5,20743,16965,26139,"(11911, -203)"
344,8697,8706,8,103,930,63,81,28,3,20557,16941,26241,"(11991, -235)"
345,8719,8727,8,106,937,95,77,26,-3,20671,16864,26360,"(11963, -203)"
346,8741,8749,2,108,933,255,85,26,0,20719,16774,26079,"(11996, -203)"
347,8763,8771,4,108,930,47,76,27,-3,20623,16965,25906,"(11950, -203)"
348,8785,8793,4,101,935,-143,82,26,4,20444,16876,25780,"(11958, -203)"
349,8806,8815,8,106,931,-335,83,26,2,20468,16624,26121,"(11922, -203)"
350,8832,8840,3,108,927,111,86,30,-1,20659,17127,26259,"(11918, -203)"
351,8854,8862,4,107,927,431,84,24,1,20635,16870,26013,"(11933, -203)"
352,8876,8884,4,97,929,-47,77,25,0,20581,16804,25678,"(11976, -203)"
353,8897,8906,8,102,930,207,84,25,-1,20575,16953,25995,"(11975, -235)"
354,8919,8928,6,106,933,-159,83,26,1,20629,16732,25917,"(11975, -203)"
355,8945,8954,6,111,937,223,86,26,0,20755,17007,26139,"(11931, -235)"
356,8968,8976,13,101,938,319,80,27,-3,20815,16941,25840,"(11971, -235)"
357,8990,8998,7,115,926,15,78,22,1,20803,17001,26145,"(11929, -203)"
358,9011,9020,4,102,937,-63,82,21,6,20845,16780,26199,"(11931, -203)"
359,9033,9042,4,106,936,-143,84,27,-1,21006,17049,26121,"(11929, -235)"
360,9058,9067,11,109,930,0,84,24,0,20785,16864,26109,"(11979, -203)"
361,9080,9089,4,110,926,-15,84,22,1,20803,16965,26091,"(11997, -235)"
362,9102,9111,5,112,936,0,78,27,2,20940,17139,26145,"(11971, -203)"
363,9124,9133,11,104,934,-143,84,27,1,20791,16654,26157,"(11961, -203)"
364,9146,9154,8,99,930,-143,82,27,-1,20629,16864,26229,"(11964, -235)"
365,9168,9176,1,102,926,191,84,29,2,20761,16774,25941,"(11919, -235)"
366,9190,9198,6,108,939,-15,83,27,4,20587,16810,26067,"(11926, -235)"
367,9212,9220,6,111,932,-79,82,29,-2,20593,16774,26133,"(11932, -203)"
368,9238,9246,4,108,917,0,80,27,4,20821,16576,26055,"(11956, -203)"
369,9260,9269,12,107,933,15,78,24,-3,20653,16714,26133,"(11965, -203)"
370,9285,9294,6,109,933,63,83,24,5,20641,16870,26235,"(11979, -235)"
371,9347,9356,6,98,941,-303,82,26,0,20821,16858,26241,"(11952, -203)"
372,9369,9378,9,100,928,-223,81,24,-2,20677,16672,25959,"(11992, -235)"
373,9391,9400,6,110,936,-79,82,25,290,20677,16774,26121,"(11938, -203)"
374,9413,9421,4,102,937,-127,83,26,2,20815,16846,26217,"(11920, -203)"
375,9435,9443,6,109,924,0,80,29,4,20569,16804,25900,"(11926, -235)"
376,9457,9465,7,102,930,-207,80,25,6,20515,16720,26265,"(11958, -235)"
377,9479,9487,18,107,939,-47,74,27,2,20468,16995,25977,"(11950, -235)"
378,9501,9509,8,106,933,-111,84,25,3,20683,16983,26025,"(11959, -235)"
379,9522,9531,5,107,945,-95,85,24,-1,20587,16959,25989,"(11982, -203)"
380,9548,9556,6,100,935,-79,83,25,0,20647,16822,26175,"(11987, -235)"
381,9574,9582,10,113,935,-143,82,20,-3,20659,16744,26157,"(11941, -203)"
382,9596,9605,12,97,934,-95,77,27,2,20875,16786,26223,"(11920, -235)"
383,9618,9627,7,108,927,-127,77,26,2,20815,16744,26115,"(11914, -203)"
384,9640,9648,9,106,936,95,77,28,0,20911,16726,26025,"(11980, -203)"
385,9662,9670,4,97,923,-175,78,28,4,20773,16828,25983,"(11985, -203)"
386,9684,9692,3,108,936,-63,80,24,1,20809,16684,26181,"(11957, -235)"
387,9706,9714,4,107,931,-255,77,20,-3,20707,16912,26001,"(11975, -203)"
388,9727,9736,4,103,933,95,82,25,1,20629,16846,25888,"(11961, -203)"
389,9749,9758,7,106,927,-79,80,26,4,20677,16846,26067,"(11946, -235)"
390,9775,9783,4,107,928,-223,81,24,-2,20719,16846,25989,"(11934, -203)"
391,9796,9805,9,109,935,-191,80,28,1,20677,16600,25971,"(11950, -235)"
392,9818,9827,7,112,931,111,83,24,1,20689,16995,26355,"(11941, -203)"
393,9840,9849,2,110,928,-271,82,24,2,20857,16983,25977,"(11283, -203)"
394,9866,9875,8,110,935,-47,83,24,-4,20629,17091,26163,"(11983, -203)"
395,9889,9897,6,105,940,175,85,25,-2,20683,16792,25995,"(11963, -203)"
396,9910,9919,6,100,924,207,82,24,6,20875,17019,26025,"(11949, -235)"
397,9932,9941,6,101,932,191,81,29,2,20761,16852,26001,"(11926, -203)"
398,9954,9963,8,97,933,-127,80,28,1,20671,16876,26139,"(11912, -203)"
399,9976,9985,7,110,927,255,85,28,0,20743,16792,25852,"(11934, -203)"
400,10001,10010,6,101,935,191,82,25,6,20791,16864,25917,"(11932, -235)"
401,10023,10032,3,104,930,143,82,25,6,20869,16804,26079,"(11970, -203)"
402,10045,10054,4,110,929,-31,82,24,1,20671,16900,26037,"(11225, -203)"
403,10067,10075,-3,102,928,-223,85,27,1,20905,17079,26001,"(11990, -203)"
404,10089,10097,4,110,931,15,88,27,-4,20647,16774,26175,"(11986, -203)"
405,10111,10119,11,107,932,399,76,26,2,20539,16834,26163,"(11958, -203)"
406,10133,10141,7,106,938,15,86,27,2,20719,16768,26073,"(11939, -203)"
407,10158,10166,6,104,941,15,78,24,0,20719,16726,26223,"(11946, -235)"
408,10180,10189,10,113,935,15,83,20,1,20569,16756,25923,"(11984, -235)"
409,10202,10210,3,105,934,-207,82,24,3,20599,16630,25971,"(11950, -235)"
410,10227,10236,6,105,928,-95,82,25,-4,20629,16708,25983,"(11985, -203)"
411,10249,10258,9,104,935,-79,84,25,6,20551,16941,26265,"(11980, -203)"
412,10271,10279,5,100,933,-143,85,24,-5,20671,16858,26247,"(11943, -235)"
413,10293,10301,9,110,933,95,84,25,1,20629,16774,26277,"(11907, -203)"
414,10315,10323,6,110,933,-111,88,28,3,20719,16708,26025,"(11908, -203)"
415,10336,10345,8,106,941,111,77,28,2,20737,16995,25971,"(11934, -203)"
416,10358,10367,4,108,938,0,75,26,-1,20881,16732,25810,"(11993, -203)"
417,10380,10389,2,108,938,-111,84,28,0,20749,16564,26067,"(11981, -203)"
418,10402,10410,11,102,933,319,84,22,1,20623,16929,26061,"(11997, -203)"
419,10424,10432,6,97,928,-159,80,34,3,20623,16648,25870,"(11965, -203)"
420,10449,10457,8,109,934,223,82,28,1,20881,16822,25702,"(11979, -203)"
421,10506,10514,7,104,930,-175,81,28,1,20348,16816,26019,"(11946, -235)"
422,10528,10536,1,110,930,191,85,28,3,20497,16983,25630,"(11929, -203)"
423,10549,10558,8,107,927,-143,86,22,1,20665,16894,25798,"(11919, -203)"
424,10571,10580,8,102,937,-207,83,29,0,20707,17055,26133,"(11939, -203)"
425,10593,10602,6,104,930,-111,85,28,2,20701,16684,26259,"(11977, -203)"
426,10615,10624,4,106,930,-303,76,26,2,20701,16894,26175,"(11965, -203)"
427,10637,10645,1,102,929,-111,80,28,0,20701,16929,25923,"(11987, -235)"
428,10666,10674,2,110,931,-223,84,26,0,20773,16906,26313,"(11980, -203)"
429,10728,10736,4,106,936,-15,78,29,3,20629,16995,26462,"(11946, -203)"
430,10753,10761,6,110,931,-319,82,27,1,20683,16804,26438,"(11916, -203)"
431,10775,10783,5,106,933,159,83,26,1,20869,16780,26480,"(11949, -235)"
432,10797,10805,6,99,930,-143,82,28,3,20839,17013,26271,"(11952, -203)"
433,10819,10827,3,105,932,111,83,27,-2,20623,16744,26277,"(11975, -235)"
434,10845,10853,4,113,941,0,83,27,2,20827,16959,26145,"(11948, -203)"
435,10867,10876,4,105,935,-175,74,26,5,20809,16834,26253,"(11959, -203)"
436,10889,10897,11,110,936,-31,83,30,0,20677,16906,26337,"(11981, -203)"
437,10911,10919,6,109,937,143,83,28,-2,20803,16953,26271,"(11922, -203)"
438,10933,10941,174,111,929,-47,84,22,4,20857,16959,26085,"(11917, -203)"
439,10955,10963,4,112,930,63,90,25,-3,20719,17115,26091,"(11914, -203)"
440,10980,10989,7,107,928,-111,81,25,2,20611,16810,26157,"(11963, -235)"
441,11002,11010,8,107,930,-191,80,26,2,20982,17199,26402,"(11986, -235)"
442,11024,11032,6,112,925,159,81,24,0,20755,16906,26235,"(11979, -203)"
443,11046,11054,8,110,930,-95,83,25,4,20719,16720,26420,"(11989, -203)"
444,11068,11076,6,109,931,-175,85,26,1,20773,16672,26091,"(11962, -203)"
445,11090,11098,8,109,937,255,90,27,0,20982,16834,26115,"(11948, -203)"
446,11112,11120,6,105,932,15,84,26,1,20809,16923,26181,"(11900, -203)"
447,11138,11146,12,106,933,303,80,22,2,20833,16858,25995,"(11960, -203)"
448,11160,11169,10,110,933,95,81,25,1,20785,16780,26085,"(11959, -203)"
449,11182,11191,6,102,937,15,83,26,4,20707,16792,26456,"(11979, -235)"
450,11207,11216,10,111,940,-79,83,27,0,20713,16612,26546,"(11979, -203)"
451,11229,11238,2,106,937,-239,80,27,3,20689,16834,26223,"(11950, -203)"
452,11251,11260,3,107,933,63,89,27,3,20677,16935,26378,"(11990, -203)"
453,11273,11282,8,110,935,-47,75,27,3,20575,17091,26528,"(11170, -203)"
454,11301,11309,15,104,938,0,77,26,3,20701,16852,26450,"(11919, -235)"
455,11323,11331,11,109,937,175,81,28,0,20569,16708,26516,"(11905, -203)"
456,11345,11353,10,104,933,0,88,24,-4,20617,16870,26181,"(11951, -235)"
457,11367,11375,4,105,924,127,93,27,4,20533,17001,26295,"(11972, -203)"
458,11388,11397,3,107,941,207,84,29,1,20468,17037,26355,"(11948, -203)"
459,11410,11419,5,108,932,367,89,25,-1,20671,17085,26426,"(11981, -203)"
460,11440,11448,4,102,937,207,77,27,0,20755,16965,26319,"(11995, -235)"
461,11462,11471,2,102,928,111,82,25,0,20551,17049,26522,"(11936, -203)"
462,11484,11493,6,100,943,143,84,33,2,20581,16923,26564,"(11910, -203)"
463,11506,11515,7,104,936,95,76,27,3,20629,16935,26552,"(11926, -203)"
464,11528,11536,4,109,933,175,80,25,4,20641,16912,26271,"(11988, -203)"
465,11550,11558,3,116,930,143,82,28,3,20545,16947,26169,"(11980, -235)"
466,11572,11580,5,104,933,0,82,26,2,20863,16923,26301,"(11960, -203)"
467,11594,11602,2,105,937,-207,85,30,-3,20647,16953,26049,"(11983, -203)"
468,11616,11624,3,108,922,95,83,26,0,20785,16834,26540,"(11957, -235)"
469,11637,11646,7,106,937,-143,84,25,2,20767,16810,26486,"(11949, -203)"
470,11663,11671,8,108,934,-31,78,27,2,20827,16989,26438,"(11939, -203)"
471,11685,11693,8,107,932,-175,81,26,0,20653,16660,26355,"(11935, -203)"
472,11707,11715,0,113,931,239,78,28,1,20480,16762,26145,"(11979, -203)"
473,11733,11741,2,105,934,79,81,21,4,20869,16912,26474,"(11970, -203)"
474,11755,11764,2,108,939,399,83,25,291,20839,16834,26384,"(11993, -203)"
475,11777,11785,10,111,928,159,85,25,-4,20785,16906,26289,"(11956, -203)"
476,11799,11807,9,110,936,319,82,27,5,20743,16977,26462,"(11991, -203)"
477,11821,11829,4,105,912,79,78,27,2,20665,17001,26510,"(11946, -203)"
478,11843,11851,7,110,931,-15,84,25,3,20671,16912,26516,"(11949, -203)"
479,11865,11873,8,106,937,79,83,29,-5,20617,17091,26462,"(11932, -235)"
480,11890,11898,2,104,926,-15,85,27,5,20635,16720,26295,"(11987, -203)"
481,11912,11920,15,104,937,0,78,27,3,20731,17121,26295,"(11964, -203)"
482,11934,11942,10,106,944,159,83,28,1,21036,17061,25977,"(11988, -203)"
483,11956,11964,3,108,935,63,86,26,0,20641,17163,26504,"(11987, -203)"
484,11978,11986,6,107,941,63,88,26,-4,20827,16852,26181,"(11945, -203)"
485,12000,12008,2,115,933,-175,80,27,1,20779,17055,26127,"(11964, -203)"
486,12026,12034,5,108,937,-47,84,29,-2,20731,17163,26349,"(11940, -203)"
487,12105,12114,0,108,922,159,78,28,2,20952,16965,26061,"(11944, -203)"
488,12127,12136,9,103,934,223,80,29,4,20695,17049,26432,"(11974, -203)"
489,12149,12158,7,107,943,-47,83,27,3,20647,16756,26480,"(11956, -203)"
490,12174,12183,2,101,928,-255,77,28,4,20923,16876,26151,"(11960, -203)"
491,12196,12205,4,107,922,-207,82,27,-1,20773,16912,26426,"(11990, -203)"
492,12218,12227,4,107,926,95,81,28,-2,20641,16989,26390,"(11952, -235)"
493,12240,12249,6,108,933,15,90,29,8,20539,16750,26133,"(11931, -203)"
494,12262,12271,8,110,928,-255,81,26,3,20845,16971,26019,"(11952, -235)"
495,12284,12293,4,111,932,15,80,29,3,20683,17019,25774,"(11938, -203)"
496,12306,12314,15,113,942,175,88,27,3,20539,17073,26157,"(11957, -203)"
497,12328,12336,4,111,922,367,85,28,1,20539,17211,26061,"(11966, -235)"
498,12350,12358,4,108,935,143,78,26,-2,20593,16894,26013,"(11945, -203)"
499,12376,12385,3,111,922,-175,82,26,-1,20653,16900,26043,"(11982, -203)"
500,12402,12410,4,101,936,0,77,24,8,20725,17055,26115,"(11983, -235)"
501,12424,12432,5,103,935,271,78,22,-1,20653,16732,26277,"(11960, -203)"
502,12445,12454,8,108,926,159,80,22,0,20521,17043,26684,"(11940, -203)"
503,12467,12476,4,104,924,239,76,26,0,20749,17145,26582,"(11950, -203)"
504,12489,12498,8,102,940,79,85,26,0,20671,17013,26175,"(11994, -203)"
505,12533,12541,13,102,938,-95,82,25,5,20569,16977,26109,"(11990, -203)"
506,12555,12563,5,117,932,31,78,28,1,20689,16941,26307,"(11971, -235)"
507,12576,12585,5,101,929,-191,83,24,0,20599,17109,26259,"(11957, -203)"
508,12598,12607,5,110,930,31,81,24,2,20719,17067,25983,"(11991, -203)"
509,12620,12629,4,105,930,223,85,25,1,20575,16792,26175,"(11938, -203)"
510,12645,12654,6,106,929,111,78,27,3,20563,16912,26109,"(11959, -203)"
511,12667,12676,7,105,929,399,73,26,2,20689,16816,25929,"(11925, -203)"
512,12689,12698,1,102,930,143,82,24,2,20593,18229,26121,"(11992, -203)"
513,12709,12717,8,113,928,79,85,27,2,20593,17001,26295,"(11974, -203)"
514,12731,12739,10,110,937,-287,81,26,-1,20917,16953,26247,"(11986, -203)"
515,12753,12761,8,105,937,-127,83,26,0,20791,16888,26211,"(11971, -203)"
516,12775,12783,6,104,936,0,83,25,2,20647,16792,26438,"(11970, -235)"
517,12797,12805,10,103,935,-31,84,29,1,20755,17013,26013,"(11909, -203)"
518,12818,12827,8,110,930,-79,78,24,2,20462,16906,26151,"(11943, -203)"
519,12840,12849,7,106,930,-159,86,26,-5,20563,16684,25744,"(11943, -203)"
520,12866,12874,10,108,934,223,82,27,0,20701,17097,25792,"(11971, -235)"
521,12887,12896,4,104,926,-31,94,27,1,20725,16822,26007,"(11986, -203)"
522,12909,12918,5,113,935,-95,85,26,3,20503,17193,26181,"(12010, -203)"
523,12931,12940,2,109,939,175,82,28,1,20785,17277,25947,"(11968, -235)"
524,12953,12962,6,111,929,-127,84,28,3,20629,17079,25912,"(11958, -203)"
525,12975,12984,7,103,938,-111,82,30,-1,20755,17145,26331,"(11899, -203)"
526,13001,13010,9,104,936,-207,81,28,0,20923,17247,25959,"(11913, -235)"
527,13023,13032,2,106,935,-79,82,25,0,20653,17127,26037,"(11973, -203)"
528,13045,13054,4,104,937,-159,81,21,2,20791,17067,26331,"(11986, -203)"
529,13067,13076,9,103,935,-271,84,26,2,20779,16900,26618,"(11987, -203)"
530,13092,13101,6,106,933,79,78,22,2,20731,16941,26061,"(11992, -203)"
531,13114,13123,4,110,935,175,84,24,4,20779,17055,26355,"(11968, -203)"
532,13136,13145,8,100,935,-95,80,24,-2,20677,17007,26450,"(12001, -203)"
533,13158,13167,2,116,936,-175,81,27,2,20474,17043,26378,"(11962, -203)"
534,13180,13189,4,106,928,0,80,29,-1,20456,16894,26343,"(11962, -203)"
535,13202,13211,5,115,933,191,80,28,2,20911,17055,26229,"(11945, -203)"
536,13224,13232,6,108,937,-287,80,29,2,20450,16965,26193,"(11978, -203)"
537,13246,13254,2,100,934,31,85,25,-3,20557,16894,26606,"(11946, -203)"
538,13275,13283,2,104,932,31,80,26,1,20480,17007,26366,"(11981, -203)"
539,13301,13309,3,107,927,0,86,26,1,20474,17061,26355,"(11991, -203)"
540,13327,13335,5,105,935,79,83,20,3,20617,16918,26606,"(11967, -203)"
541,13348,13357,0,109,938,-175,80,29,-1,20485,16882,26402,"(11948, -203)"
542,13370,13379,5,113,928,31,84,28,2,20521,17025,26055,"(11941, -203)"
543,13392,13401,7,106,926,239,82,29,-1,20497,16858,26079,"(11958, -203)"
544,13414,13423,8,106,945,0,86,25,-1,20575,16732,26091,"(11971, -203)"
545,13436,13445,9,109,937,127,85,29,2,20701,16912,26402,"(11965, -203)"
546,13498,13507,6,110,935,143,77,27,-3,20731,16864,26229,"(11980, -203)"
547,13520,13528,9,110,930,223,90,22,1,20599,16995,26600,"(11945, -203)"
548,13542,13550,9,109,926,-63,81,25,-1,20743,16876,26229,"(11971, -203)"
549,13564,13572,4,106,941,159,86,21,-2,20791,17013,26426,"(11932, -203)"
550,13589,13598,4,108,933,-143,90,26,-1,20611,16822,26450,"(11931, -203)"
551,13611,13619,2,108,931,207,83,28,5,20593,16846,26343,"(11958, -203)"
552,13637,13646,2,101,926,511,80,33,2,20755,16882,26349,"(11964, -203)"
553,13659,13668,10,104,926,15,78,27,1,20671,16810,26259,"(11943, -203)"
554,13681,13690,3,107,920,-15,83,27,2,20641,17007,26307,"(11978, -203)"
555,13703,13712,0,106,932,-207,83,29,-1,20743,16989,26103,"(11966, -203)"
556,13725,13734,4,108,938,-63,82,24,-1,20659,17121,26049,"(11957, -203)"
557,13747,13756,3,108,934,287,82,24,-3,20456,17157,26025,"(11948, -203)"
558,13769,13777,3,100,933,0,88,25,5,20527,17025,26283,"(11938, -203)"
559,13791,13799,11,109,938,-351,81,22,2,20677,17001,26121,"(11916, -203)"
560,13816,13824,6,106,925,143,85,28,-1,20485,17073,26067,"(11990, -203)"
561,13838,13846,1,95,937,-111,82,25,-3,20438,17001,26055,"(11958, -203)"
562,13860,13868,4,106,937,0,83,24,1,20485,16918,26193,"(11994, -203)"
563,13882,13890,2,106,933,383,80,24,1,20509,16989,25971,"(12002, -203)"
564,13904,13912,4,108,935,111,83,28,-1,20539,17079,25929,"(11997, -203)"
565,13930,13938,6,110,941,15,83,28,1,20611,17283,26241,"(11943, -203)"
566,13952,13960,6,108,925,0,77,28,-2,20695,17277,26181,"(11947, -203)"
567,13974,13982,4,110,937,0,80,29,-1,20737,17151,26091,"(11968, -203)"
568,14001,14010,6,108,943,-207,84,28,1,20581,17223,26307,"(11951, -203)"
569,14023,14032,2,106,936,-15,78,26,6,20725,17319,26319,"(11964, -203)"
570,14049,14057,5,102,936,223,82,24,3,20791,17205,26193,"(11982, -203)"
571,14070,14079,2,97,935,-143,77,29,0,20755,17289,26313,"(11996, -203)"
572,14092,14101,8,109,931,127,83,29,2,20653,17372,26205,"(11959, -203)"
573,14114,14123,4,113,938,-95,82,28,-1,20557,17145,26313,"(11942, -203)"
574,14136,14145,7,106,943,207,83,25,2,20569,17313,26528,"(11932, -203)"
575,14158,14166,3,109,937,63,83,30,0,20677,17037,26450,"(11943, -203)"
576,14180,14188,8,113,936,31,78,27,1,20551,17169,26528,"(11981, -203)"
577,14202,14210,7,108,944,-111,85,26,1,20635,17247,26462,"(11988, -203)"
578,14228,14236,8,109,927,239,82,33,1,20689,17223,26295,"(11969, -203)"
579,14250,14259,10,108,930,-127,81,27,-2,20569,17019,26408,"(11997, -203)"
580,14275,14284,9,108,935,-111,88,26,2,20611,17001,26606,"(12000, -203)"
581,14297,14306,3,107,935,47,80,29,5,20485,16989,26337,"(11903, -203)"
582,14319,14328,2,112,939,15,83,26,4,20396,17055,26079,"(11924, -203)"
583,14341,14350,2,111,937,0,85,25,1,20599,17037,25822,"(11923, -203)"
584,14363,14371,6,105,939,223,80,28,-3,20545,17103,25870,"(11970, -203)"
585,14385,14393,10,102,933,-15,78,27,3,20408,17031,26139,"(11990, -203)"
586,14407,14415,5,104,930,-175,78,27,3,20611,17037,26337,"(11963, -203)"
587,14429,14437,4,109,940,-63,81,29,-3,20599,16977,25858,"(11966, -203)"
588,14450,14459,6,111,933,-175,82,29,1,20384,16923,26199,"(11970, -203)"
589,14472,14481,6,100,935,-143,82,27,0,20611,16918,26133,"(11931, -203)"
590,14498,14506,4,106,940,31,84,27,4,20749,17067,26229,"(11939, -203)"
591,14545,14554,8,108,929,-207,82,29,2,20719,16714,25846,"(11924, -203)"
592,14567,14576,2,106,936,-335,81,27,-1,20545,17067,25834,"(11993, -203)"
593,14589,14598,2,112,935,-143,82,25,-1,20521,17001,26019,"(11986, -203)"
594,14611,14620,4,112,937,-159,82,28,2,20456,17007,26307,"(12001, -203)"
595,14633,14642,6,108,934,-207,84,26,4,20803,17103,26001,"(11991, -203)"
596,14655,14663,1,102,942,-143,82,27,-1,20617,16888,26325,"(11968, -203)"
597,14677,14685,5,106,932,127,88,29,-3,20575,16876,26331,"(11962, -203)"
598,14699,14707,8,105,939,-79,84,26,1,20593,17013,26097,"(11963, -203)"
599,14720,14729,1,107,935,31,81,24,-291,20408,17067,26331,"(11916, -203)"
600,14746,14754,8,108,929,-15,84,28,-292,20575,17205,25882,"(11981, -203)"
601,14768,14776,1,104,937,-239,82,25,0,20617,17259,25977,"(11965, -203)"
602,14789,14798,6,107,939,111,82,27,-2,20557,17079,25923,"(11983, -203)"
603,14811,14820,10,100,938,-159,85,27,5,20653,16965,26408,"(11994, -203)"
604,14878,14887,3,93,940,159,80,29,3,20557,17145,26235,"(11965, -203)"
605,14900,14909,5,108,935,143,84,32,-1,20593,17199,26133,"(11965, -203)"
606,14922,14931,3,107,927,143,82,30,4,20456,16971,26091,"(11917, -203)"
607,14944,14952,3,104,933,-47,80,30,3,20629,17037,26169,"(11942, -203)"
608,14966,14974,8,105,936,-111,80,27,0,20689,17277,26139,"(11986, -203)"
609,14988,14996,3,104,935,-15,88,25,0,20605,17301,26043,"(11994, -203)"
610,15013,15021,3,110,931,447,85,28,6,20641,17229,26109,"(11990, -203)"
611,15035,15043,8,105,933,79,88,29,-3,20917,17163,26151,"(11960, -203)"
612,15057,15065,9,107,932,-271,81,27,1,20677,17169,26085,"(11982, -203)"
613,15078,15087,6,105,930,0,82,26,-1,20779,17115,26001,"(11945, -203)"
614,15100,15109,4,100,930,31,78,27,4,20815,17283,25929,"(11932, -203)"
615,15122,15131,6,110,928,47,86,26,1,20899,17235,25941,"(11922, -235)"
616,15144,15153,10,106,938,-79,81,29,1,20743,17013,25953,"(12025, -203)"
617,15166,15174,13,105,937,-79,78,27,0,20779,17115,25906,"(11983, -203)"
618,15191,15200,3,107,933,-159,88,26,-1,20791,17091,26187,"(11986, -203)"
619,15214,15222,9,106,936,-31,80,25,-1,20677,17139,25912,"(11970, -203)"
620,15239,15247,4,110,937,191,76,25,-3,20773,17193,25983,"(11977, -203)"
621,15261,15269,2,106,943,47,81,22,-1,20575,17055,26121,"(11963, -203)"
622,15282,15291,3,106,934,47,80,26,1,20731,16888,26492,"(11935, -203)"
623,15304,15313,6,106,932,-239,81,26,-1,20707,16977,26205,"(11938, -203)"
624,15326,15335,4,108,928,-95,86,24,291,20527,17169,26013,"(11994, -203)"
625,15348,15357,4,100,939,-207,90,27,3,20671,17073,26390,"(11961, -203)"
