count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
7464,178213,178222,-649,-295,10614,3454,89,53,-62,20396,17211,26522,"(501, -139)"
7465,178235,178243,548,171,10849,3582,69,40,-195,20515,17199,26522,"(2880, -171)"
7466,178257,178265,-1825,-619,10609,3326,83,9,102,20450,17384,26684,"(428, -139)"
7467,178279,178287,-253,-827,12343,4382,85,35,-57,20432,17588,26708,"(2948, -139)"
7468,178301,178309,272,15,10479,3902,59,70,-153,20270,18348,26630,"(270, -139)"
7469,178323,178331,228,1090,11165,3598,59,42,99,20276,18684,26786,"(5165, -139)"
7470,178352,178361,-1136,-980,7835,4222,26,8,96,20192,20228,26762,"(6781, -171)"
7471,178374,178383,210,-477,9318,4046,70,-22,16,20426,21497,26175,"(3609, -139)"
7472,178396,178405,266,-423,11391,3198,85,36,-184,20342,22246,25546,"(4834, -139)"
7473,178418,178427,1093,427,10094,2638,86,58,-100,20767,22072,24876,"(215, -139)"
7474,178440,178449,653,176,12310,2734,115,45,-58,20917,22281,25433,"(2855, -139)"
7475,178462,178471,-458,317,11502,3374,70,22,86,21479,24227,25834,"(7238, -171)"
7476,178484,178492,-474,-236,11517,3854,80,-9,74,21252,26286,25433,"(205, -139)"
7477,178506,178514,-573,548,11535,3166,90,30,156,21276,28992,23768,"(224, -139)"
7478,178528,178536,802,-398,11392,3710,69,21,180,21306,29711,20075,"(3257, -139)"
7479,178550,178558,-325,-1256,11510,3726,65,38,35,21785,24071,15202,"(235, -139)"
7480,178575,178583,-163,667,11461,4126,78,20,88,22629,15594,14938,"(509, -139)"
7481,178597,178605,-40,-828,11429,3902,108,-5,-82,22748,12146,17195,"(236, -171)"
7482,178619,178627,-685,1515,12756,3470,105,-13,42,22563,10506,19350,"(212, -171)"
7483,178640,178649,55,438,12153,3934,9,102,69,22449,9799,20530,"(508, -171)"
7484,178667,178675,55,-3021,12040,3646,45,34,154,22862,9578,21649,"(389, -171)"
7485,178689,178697,265,170,12448,3822,130,-51,77,22677,9536,21912,"(234, -139)"
7486,178711,178719,-232,2527,12797,3614,66,70,155,22641,9380,22320,"(201, -171)"
7487,178733,178741,-400,-2544,12334,3742,66,36,224,22611,9129,22427,"(552, -139)"
7488,178755,178763,238,-454,11898,3646,83,-27,108,22641,9333,22433,"(473, -139)"
7489,178776,178785,-141,1409,12623,4142,41,30,209,22563,9327,22888,"(203, -171)"
7490,178802,178810,-295,-746,12256,4238,52,14,133,22383,9009,22661,"(432, -139)"
7491,178824,178832,71,-737,12623,4014,100,-11,228,22635,9225,22661,"(409, -139)"
7492,178845,178854,35,1033,12744,4062,78,18,203,22712,9165,22900,"(319, -171)"
7493,178867,178876,37,-1076,12771,3950,82,29,200,22886,9123,22751,"(321, -139)"
7494,178889,178898,281,-456,12699,3934,92,-4,243,22904,9183,22583,"(9630, -139)"
7495,178911,178920,-330,1044,12889,4014,76,17,208,22850,9231,22972,"(239, -139)"
7496,178933,178941,-105,-563,12704,4094,62,12,240,22593,9027,22763,"(214, -171)"
7497,178959,178968,-173,-1423,12741,3790,83,-17,253,22724,9081,22559,"(790, -139)"
7498,178981,178990,127,373,12870,3822,92,-22,264,22718,8830,22613,"(792, -139)"
7499,179003,179012,-40,354,12886,3950,85,10,268,22587,8860,22751,"(882, -139)"
7500,179028,179037,-270,-559,12623,3950,96,-3,292,22754,8830,23086,"(190, -139)"
7501,179050,179059,14,0,12604,3854,101,-12,271,22712,8716,22751,"(5721, -139)"
7502,179072,179081,-339,153,12958,3534,82,3,272,22599,8764,22822,"(1282, -171)"
7503,179094,179103,-87,-772,12976,3902,83,-19,275,22820,8812,22912,"(195, -139)"
7504,179116,179125,160,90,13187,3966,84,-35,291,22551,8716,22571,"(8428, -139)"
7505,179138,179146,-315,285,13089,3886,81,-21,290,22593,8351,22870,"(699, -139)"
7506,179160,179168,-23,-674,13028,3838,97,-16,331,22653,8345,22691,"(620, -171)"
7507,179182,179190,10,-247,13081,3998,104,-26,313,22329,8321,22876,"(8022, -139)"
7508,179204,179212,-206,326,12828,4046,101,-14,355,22347,8411,22595,"(421, -139)"
7509,179225,179234,-54,-154,13074,3806,97,-13,361,22575,8321,22882,"(1870, -171)"
7510,179255,179263,-108,-376,12879,4110,82,-34,388,22419,8081,23014,"(2169, -171)"
7511,179277,179286,-188,-93,12625,4190,88,-50,402,22353,8105,22906,"(4904, -139)"
7512,179299,179308,-23,-46,12794,3982,81,-46,433,22491,8033,23134,"(2847, -139)"
7513,179321,179329,-2,-502,13374,3710,105,-41,372,22246,7926,23044,"(1279, -139)"
7514,179343,179351,21,-187,13137,3950,115,-36,451,22329,8081,22793,"(4374, -139)"
7515,179365,179373,-204,32,13270,4158,115,-26,434,22401,7998,22751,"(1182, -139)"
7516,179387,179395,-135,-330,13339,4094,123,-37,452,21952,7974,22781,"(1747, -139)"
7517,179409,179417,89,-49,13426,3854,109,-49,467,21982,8123,22547,"(3896, -139)"
7518,179430,179439,-156,154,13336,4014,96,-48,466,22246,8045,22703,"(596, -171)"
7519,179492,179501,-287,-391,13423,4238,115,-60,503,22042,7974,22529,"(736, -171)"
7520,179518,179526,141,-232,13448,4366,120,-40,527,21904,7662,22547,"(2189, -171)"
7521,179539,179548,-21,-6,13454,3950,109,-62,543,21988,7842,22679,"(3578, -139)"
7522,179561,179570,-228,28,13449,3854,116,-41,535,21856,7818,22685,"(1303, -139)"
7523,179588,179596,42,-72,13626,3918,102,-57,544,21617,7668,22373,"(3306, -139)"
7524,179610,179618,97,-297,13713,3950,104,-53,563,21569,7339,22655,"(2568, -171)"
7525,179653,179662,-452,217,13453,4414,100,-59,600,21677,7291,22451,"(2856, -139)"
7526,179675,179684,-69,-499,13826,3918,115,-65,653,21599,7213,22338,"(3046, -139)"
7527,179697,179705,632,110,13757,4110,121,-49,595,21629,7321,22619,"(1240, -139)"
7528,179725,179733,-385,-132,14068,4014,125,-43,669,21581,7237,22607,"(1345, -139)"
7529,179746,179755,-306,-286,13917,4270,101,-65,641,21395,7159,22685,"(2171, -139)"
7530,179772,179780,174,-50,13839,3998,108,-48,610,21336,6914,22373,"(3334, -139)"
7531,179794,179802,89,-245,13822,4350,76,-35,611,21371,6944,22487,"(672, -139)"
7532,179815,179824,222,-147,13911,4382,96,-40,818,21030,6920,22403,"(3088, -139)"
7533,179837,179846,445,-195,13751,4174,100,-42,728,21042,6782,22182,"(5059, -139)"
7534,179859,179868,243,129,14016,4286,97,-20,733,21216,6728,22272,"(2596, -171)"
7535,179881,179890,327,15,14169,4094,98,-3,852,20988,6603,22667,"(2814, -139)"
7536,179915,179924,255,-47,14115,4350,68,-20,867,21006,6519,22367,"(2582, -139)"
7537,179937,179946,-132,196,14187,4254,73,-4,821,20887,6543,22391,"(4696, -139)"
7538,179959,179968,-28,-6,14054,4110,91,-32,860,20683,6405,22481,"(2371, -139)"
7539,179981,179990,-314,-432,13928,4302,82,-17,847,20605,6070,22469,"(1412, -139)"
7540,180006,180015,277,-719,14239,4430,70,-6,769,20845,6255,22637,"(2555, -139)"
7541,180028,180037,24,-176,14150,4318,73,11,923,20659,6064,22637,"(3583, -139)"
7542,180050,180059,92,219,14527,4542,67,33,809,20474,5884,22685,"(1862, -139)"
7543,180072,180080,-402,-150,14222,4574,32,25,1024,20491,6004,22511,"(3726, -139)"
7544,180094,180102,50,227,14427,4542,41,9,981,20551,5747,22667,"(2087, -139)"
7545,180116,180124,-450,-258,14476,4366,49,24,883,20497,5681,22703,"(3797, -139)"
7546,180137,180146,-72,108,14579,4446,33,30,1233,20090,5447,22697,"(3991, -139)"
7547,180159,180168,0,400,14878,4542,11,33,1018,20168,5483,22379,"(3369, -139)"
7548,180181,180190,-541,-52,14855,4606,13,32,1236,20031,5334,22439,"(2823, -139)"
7549,180207,180215,480,144,14618,4542,19,48,911,19923,5052,22403,"(3072, -139)"
7550,180232,180241,317,556,14811,4446,14,46,1219,19713,5040,22320,"(927, -171)"
7551,180254,180263,-292,37,14692,4861,-13,49,1043,19713,4747,22355,"(2904, -139)"
7552,180276,180284,838,-395,14718,4750,12,26,1254,19372,4657,22547,"(3740, -139)"
7553,180298,180306,177,-417,14855,4478,29,33,1108,19336,4819,22607,"(4024, -139)"
7554,180320,180328,8,-771,14803,4606,-1,58,1243,19055,4519,22397,"(4810, -139)"
7555,180341,180350,-430,-478,14814,4606,8,32,1316,19073,4400,23014,"(3402, -139)"
7556,180363,180372,-466,-163,15766,4574,32,27,1243,19192,4148,22691,"(5383, -139)"
7557,180385,180394,12,-132,15046,4957,14,26,1307,18995,3855,22547,"(2353, -139)"
7558,180407,180415,-92,-150,15339,4430,0,21,1355,18779,3777,22427,"(2275, -139)"
7559,180429,180437,71,267,15981,4909,3,50,1361,18546,3909,22511,"(2986, -171)"
7560,180454,180463,158,-627,15885,4654,12,44,1290,18007,3783,22541,"(3203, -139)"
7561,180476,180484,-226,-357,16468,4893,-19,45,1305,18127,3807,22685,"(2110, -171)"
7562,180511,180519,249,-148,15475,4542,4,37,1416,17756,3310,22709,"(4172, -171)"
7563,180533,180541,330,145,15176,4494,10,35,1402,17480,3316,22858,"(3127, -139)"
7564,180555,180563,43,-367,15746,4686,-33,28,1362,17253,3083,22625,"(1794, -139)"
7565,180576,180585,-480,154,15395,4813,21,41,1379,16714,3071,22619,"(2695, -139)"
7566,180598,180607,164,669,15886,4718,36,44,1477,16714,3029,22882,"(2576, -139)"
7567,180620,180629,-190,-39,16032,5357,33,17,1388,16576,2963,22583,"(1413, -139)"
7568,180642,180651,67,194,16049,4670,-3,11,1435,16265,2849,22787,"(1155, -139)"
7569,180664,180672,-1053,-574,15436,5021,6,3,1433,16205,2885,22619,"(1147, -139)"
7570,180689,180698,642,-1087,14924,4286,4,6,1528,16067,2867,22804,"(2161, -139)"
7571,180711,180719,777,-1109,15095,4941,29,5,1468,15511,2687,22523,"(2717, -171)"
7572,180733,180741,-63,-617,15386,4925,4,-3,1504,15205,2909,22954,"(472, -139)"
7573,180755,180763,-196,-660,15364,4478,38,-52,1515,14906,2831,22948,"(2838, -139)"
7574,180777,180785,173,1,15734,5085,-28,25,1504,14708,2801,22960,"(179, -139)"
7575,180803,180811,-628,25,15227,4718,45,22,1484,14343,2807,22804,"(877, -139)"
7576,180825,180834,1084,-387,17295,5005,18,57,1783,14391,2903,23128,"(2388, -139)"
7577,180887,180895,330,-190,15678,4558,88,59,1563,13290,2945,22984,"(1997, -139)"
7578,180909,180917,-928,32,15845,5149,2,59,1560,13062,3113,23086,"(199, -139)"
7579,180931,180939,-284,-1335,15586,5277,100,-3,1888,12907,3328,22888,"(623, -171)"
7580,180956,180965,77,-559,15360,4574,99,68,1631,12374,3142,22930,"(215, -139)"
7581,180978,180987,439,119,16174,4606,68,44,1780,12350,3226,23164,"(616, -171)"
7582,181000,181009,-145,648,16653,4909,40,33,1745,12152,3370,23259,"(379, -139)"
7583,181022,181030,221,-463,16408,4670,82,62,1815,11673,3460,23038,"(461, -139)"
7584,181044,181052,311,284,15242,4398,21,62,1688,11284,3400,23068,"(158, -139)"
7585,181066,181074,-159,985,16129,5053,94,94,1951,11146,3753,22894,"(537, -139)"
7586,181088,181096,711,602,16180,4686,62,129,1942,10865,3747,23110,"(196, -139)"
7587,181110,181118,-226,-1240,15201,4877,76,-11,2034,10380,3945,22894,"(183, -171)"
7588,181132,181140,403,-319,15403,4845,48,12,2038,10135,4040,23325,"(644, -139)"
7589,181158,181166,929,180,15848,4494,-14,104,2163,9770,4262,22960,"(2952, -139)"
7590,181183,181192,-394,-1235,15713,5309,-76,61,1930,9362,4418,23224,"(243, -139)"
7591,181205,181214,-175,37,15838,4574,46,109,2233,9015,4819,23535,"(291, -139)"
7592,181227,181236,-185,1076,16610,5085,41,44,1958,8961,5076,23194,"(320, -139)"
7593,181249,181258,285,-39,15316,5405,-27,60,1960,8429,4897,23134,"(211, -139)"
7594,181271,181280,565,-1352,16345,4750,-11,18,1994,8357,5304,23289,"(218, -139)"
7595,181293,181302,-277,-705,15974,4302,-17,73,1889,7974,5812,23134,"(172, -139)"
7596,181315,181324,-115,-592,15942,4606,51,77,1947,7716,5938,23367,"(196, -139)"
7597,181337,181345,328,625,16208,4845,-51,80,1992,7567,6273,23343,"(238, -139)"
7598,181359,181367,-4,911,15897,5181,-36,16,1951,7525,6315,23164,"(178, -171)"
7599,181381,181389,115,-438,15652,4606,161,-10,1989,7351,6477,23325,"(183, -139)"
7600,181406,181415,-19,-1191,15480,4718,114,8,1801,6818,6740,23122,"(243, -139)"
7601,181428,181437,26,-149,14830,4734,93,18,1893,7022,7255,23080,"(177, -139)"
7602,181454,181463,-1540,-491,15710,4670,52,-29,2053,6794,7249,23062,"(208, -139)"
7603,181476,181485,-1122,-105,14810,5245,68,-9,1845,6854,7638,23110,"(194, -139)"
7604,181498,181507,-487,-1472,15577,4574,53,3,1881,6680,7896,23247,"(181, -139)"
7605,181520,181529,20,-648,14495,5357,60,-6,1817,6423,8087,22834,"(213, -139)"
7606,181542,181551,-225,-217,14496,4478,37,-42,1787,6249,8357,23038,"(191, -139)"
7607,181564,181573,815,-634,14336,4222,216,-81,1620,6345,8758,23092,"(190, -139)"
7608,181586,181595,553,-1445,13960,4302,136,-5,1930,6315,8728,22787,"(296, -139)"
7609,181629,181638,717,474,15309,4430,25,68,1842,6273,9368,23014,"(200, -139)"
7610,181655,181663,71,-847,14207,5133,75,20,1433,5920,9530,22852,"(216, -139)"
7611,181677,181685,598,-361,15199,4462,32,89,1787,6124,10087,22787,"(198, -139)"
7612,181699,181707,556,-119,14546,4430,38,42,1503,6172,10314,23026,"(243, -139)"
7613,181720,181729,-351,-414,14940,3806,176,18,1623,6064,10506,23230,"(229, -171)"
7614,181742,181751,930,311,15340,4254,27,93,1718,6249,10590,23188,"(252, -139)"
7615,181769,181777,16,-2042,13518,4861,11,41,1488,6315,10997,22978,"(228, -139)"
7616,181791,181799,354,-415,13698,3822,38,249,1776,6309,11236,22912,"(787, -139)"
7617,181813,181821,423,218,15448,3758,40,54,1525,6483,11428,23134,"(213, -139)"
7618,181835,181843,557,-409,13752,4142,46,57,1342,6567,11655,23074,"(192, -139)"
7619,181857,181865,-297,-487,13776,4398,-21,40,1467,6914,11973,23074,"(190, -139)"
7620,181882,181890,-577,-1151,13485,4350,112,3,1364,6920,11961,23277,"(196, -171)"
7621,181904,181912,-896,-480,13060,3998,1,27,1682,6962,12098,22942,"(225, -139)"
7622,181926,181934,-850,-448,14922,3582,14,28,1514,7303,12643,22691,"(186, -139)"
7623,181948,181956,525,-448,12897,3998,57,1,1255,7387,12446,22834,"(186, -139)"
7624,181970,181978,824,123,13552,3870,45,26,1499,7315,13020,23074,"(429, -139)"
7625,181992,182000,-648,-422,12989,5293,1,20,1667,7620,13068,22906,"(183, -139)"
7626,182013,182022,293,-648,12145,4622,89,21,1358,7501,13194,22769,"(186, -139)"
7627,182035,182044,-293,-952,12616,3726,57,2,1362,7788,13146,22906,"(786, -139)"
7628,182062,182070,1174,502,13203,4398,-105,46,1300,7974,13367,22882,"(232, -139)"
7629,182084,182092,-62,-369,12285,3582,67,25,1345,8021,13559,22888,"(698, -171)"
7630,182109,182118,-976,1,12323,3886,67,-5,1500,8369,13679,23008,"(236, -139)"
7631,182131,182140,-333,-340,12521,4590,50,-4,1374,8243,13816,22882,"(192, -139)"
7632,182153,182162,-512,463,11647,3838,366,-6,1356,8375,13984,22942,"(234, -139)"
7633,182175,182183,-389,-18,11757,3838,86,-17,1277,8662,14385,23032,"(446, -171)"
7634,182197,182205,617,176,11750,3982,249,12,1465,8925,14265,22960,"(197, -139)"
7635,182271,182279,-33,-856,11295,2654,134,43,1654,9440,14511,22810,"(169, -171)"
7636,182319,182327,-650,-58,10030,3294,-20,-17,1676,10051,14846,22751,"(193, -139)"
7637,182341,182350,-258,623,10439,2814,48,33,1301,10374,15032,22661,"(221, -171)"
7638,182363,182372,-1235,-653,10286,3438,115,4,1529,10883,14942,22906,"(286, -139)"
7639,182385,182394,183,573,10459,2990,162,59,1689,10763,14918,22739,"(235, -139)"
7640,182410,182419,-258,1181,9411,3134,72,12,1667,11272,15265,22787,"(207, -171)"
7641,182437,182445,19,700,9430,1887,193,77,1602,11416,15169,22972,"(247, -139)"
7642,182465,182473,-131,-363,8240,2271,251,50,1513,11733,15229,22655,"(508, -139)"
7643,182487,182495,833,-116,8163,2494,59,83,1652,11997,15271,22487,"(184, -139)"
7644,182515,182524,-266,1191,7969,2111,33,42,1643,12440,15433,22721,"(489, -139)"
7645,182537,182546,-297,-299,7048,2335,48,43,1739,12607,15271,22613,"(1374, -139)"
7646,182559,182568,-714,-723,7140,2542,142,24,1758,13302,15445,22505,"(337, -139)"
7647,182581,182590,-589,278,6584,2590,-81,-1,1928,13523,15415,22834,"(1701, -139)"
7648,182603,182612,524,-291,7044,1183,-109,40,1866,13858,15409,22391,"(459, -139)"
7649,182625,182633,-88,856,6122,2223,314,41,1944,13996,15529,22427,"(192, -139)"
7650,182650,182659,547,-401,6781,2207,18,29,1938,14475,15439,22697,"(201, -139)"
7651,182672,182681,-836,448,5894,1487,157,287,2026,14702,15427,22517,"(562, -139)"
7652,182694,182703,633,300,6555,767,140,22,1986,15187,15481,22667,"(6224, -139)"
7653,182716,182724,-895,-263,5183,1919,-8,22,2078,15397,15253,22451,"(285, -139)"
7654,182742,182751,-391,-675,4640,1583,140,2,2122,16002,15014,22451,"(2552, -139)"
7655,182764,182773,-411,1013,5091,1647,43,17,2138,16109,15223,22619,"(8105, -171)"
7656,182786,182795,110,77,3866,1183,53,19,2182,16630,14876,22427,"(201, -139)"
7657,182808,182817,-276,-215,4173,991,-52,-30,2184,16965,14870,22631,"(612, -139)"
7658,182830,182839,-751,252,3907,287,129,17,2235,17510,14571,22781,"(789, -171)"
7659,182852,182860,15,-1150,4199,575,250,44,2198,17768,14349,22469,"(219, -139)"
7660,182877,182886,229,530,2715,1039,-29,-288,2236,17965,14224,22978,"(9100, -139)"
7661,182899,182908,530,-887,3256,799,6,9,2275,18480,13948,22517,"(363, -139)"
7662,182921,182930,-184,195,3514,447,259,43,2278,18995,13751,22332,"(3694, -139)"
7663,182943,182951,157,180,3233,207,13,-5,2289,19522,13475,22529,"(1594, -139)"
7664,182965,182973,39,-811,2388,687,299,30,2394,19582,13361,22541,"(266, -139)"
7665,182987,182995,68,641,2845,1039,257,36,2328,19887,13176,22008,"(226, -139)"
7666,183009,183017,136,154,2079,255,73,2,2379,20222,12835,22361,"(242, -139)"
7667,183035,183043,334,-160,2492,-15,-2,41,2364,20396,12440,22326,"(206, -139)"
7668,183057,183066,-387,-482,1979,527,-36,10,2350,20785,12248,22326,"(238, -171)"
7669,183079,183088,721,-76,1917,447,161,36,2421,20713,11751,22344,"(278, -139)"
7670,183104,183113,147,95,1929,415,154,32,2402,21090,11374,22439,"(331, -139)"
7671,183126,183135,98,-49,1561,351,-160,19,2381,21366,11350,22595,"(322, -139)"
7672,183148,183157,609,813,1533,303,279,51,2443,21264,10733,22475,"(248, -139)"
7673,183170,183178,476,-739,2026,639,146,49,2386,21413,10284,22176,"(240, -139)"
7674,183192,183200,-674,-308,991,511,203,56,2490,21641,10272,22338,"(373, -139)"
7675,183214,183222,-125,-824,1446,-271,33,20,2391,21641,9782,22248,"(349, -139)"
7676,183236,183244,-185,143,1320,143,-57,56,2421,21934,9434,22284,"(227, -139)"
7677,183258,183266,-254,-474,1394,287,126,22,2479,22030,9141,22254,"(353, -139)"
7678,183280,183288,-280,-293,1223,-415,167,-9,2513,22018,8644,22236,"(378, -139)"
7679,183301,183310,46,-23,680,255,-89,30,2482,21671,8411,22080,"(310, -139)"
7680,183327,183335,-398,-445,1001,383,-90,34,2517,22012,8069,22308,"(377, -139)"
7681,183346,183355,-97,629,758,-495,-247,38,2499,21785,7572,22098,"(451, -139)"
7682,183368,183377,5,-813,1032,-175,-36,32,2446,21551,7189,22242,"(336, -139)"
7683,183390,183399,224,574,513,511,67,21,2462,21683,7058,21942,"(400, -139)"
7684,183412,183421,-377,-654,661,-655,204,29,2503,21270,6722,22397,"(474, -139)"
7685,183434,183443,52,-293,846,319,66,16,2416,21264,6279,22397,"(397, -139)"
7686,183456,183465,-398,582,680,-79,167,14,2494,21066,6076,22236,"(386, -171)"
7687,183478,183486,226,156,-409,-95,249,17,2490,20845,5693,22164,"(469, -139)"
7688,183500,183508,-444,-461,133,-223,8,9,2464,20761,5298,21948,"(785, -139)"
7689,183522,183530,444,746,479,511,37,9,2503,20485,5322,22505,"(512, -171)"
7690,183547,183555,-324,-339,4,-79,18,-2,2399,20048,4819,22379,"(565, -139)"
7691,183569,183577,507,-670,-213,-815,117,34,2477,19917,4657,22355,"(706, -139)"
7692,183591,183599,258,128,-455,-303,194,38,2490,19552,4675,21883,"(599, -139)"
7693,183613,183621,6,-275,131,-847,62,0,2439,19522,4322,21601,"(595, -171)"
7694,183679,183688,147,374,561,-127,75,29,2494,18294,3963,21691,"(627, -139)"
7695,183723,183732,76,-643,-316,-447,34,11,2470,17337,3675,21769,"(596, -139)"
7696,183745,183753,211,181,-925,-655,226,29,2461,17037,3621,21990,"(697, -139)"
7697,183767,183775,-147,19,-620,-239,50,42,2455,16612,3436,21733,"(671, -139)"
7698,183789,183797,-297,61,-1318,-607,101,18,2549,16355,3759,21709,"(578, -139)"
7699,183811,183819,-304,-55,-272,-671,316,8,2543,15858,3454,21643,"(617, -139)"
7700,183836,183844,-820,-548,-244,-431,-110,-16,2565,15469,3484,21679,"(825, -139)"
7701,183858,183866,-638,458,-1239,-463,83,44,3044,14942,3723,21499,"(750, -139)"
7702,183880,183888,-625,1004,219,-79,185,-11,3685,14307,3597,22068,"(509, -139)"
7703,183901,183910,581,-152,-461,-735,98,-38,4231,13739,3927,21733,"(885, -139)"
7704,183923,183932,-446,-19,-774,-1679,240,-12,4673,13140,4244,21643,"(1038, -139)"
7705,183945,183954,-187,3561,13582,-3806,239,154,4960,12026,3915,22296,"(181, -139)"
7706,183967,183976,667,6902,1997,383,-212,1,4798,11775,4711,22038,"(479, -139)"
7707,183993,184002,-2010,-2822,255,-623,488,-191,5197,10302,4926,20925,"(1824, -139)"
7708,184015,184024,-3571,1654,-889,-751,165,-178,5398,9901,5777,21655,"(1263, -139)"
7709,184037,184046,-779,-100,-775,-159,27,-57,5706,8842,6255,21020,"(991, -139)"
7710,184063,184071,-513,-473,393,-543,536,-38,6181,8931,7070,21607,"(1000, -171)"
7711,184084,184093,-1970,109,-409,271,133,-48,6460,7872,7752,21775,"(1326, -139)"
7712,184106,184115,215,331,35,-191,-85,-85,6823,7680,8273,21458,"(1038, -139)"
7713,184128,184137,302,462,-297,-783,-18,12,7106,7411,9321,21583,"(1020, -139)"
7714,184150,184159,485,582,-686,-927,-54,-1,7345,7118,10057,21835,"(1527, -139)"
7715,184172,184180,-26,255,-327,-559,78,-42,7446,6992,11506,21721,"(2012, -139)"
7716,184194,184202,-63,1076,-564,-879,-117,-64,7752,7561,11967,21906,"(1484, -171)"
7717,184216,184224,-598,679,-989,-143,-28,-57,8037,8225,13170,21194,"(1655, -171)"
7718,184238,184246,-1028,-286,-598,-719,78,-65,8054,8860,13673,21362,"(1893, -139)"
7719,184259,184268,-771,1270,-780,-335,223,-30,8169,10254,14714,21362,"(1715, -139)"
7720,184289,184297,-185,1190,-748,-383,1,-83,8490,11685,15110,21865,"(1652, -139)"
7721,184311,184320,-83,394,-735,0,-164,-69,8552,13020,15559,21481,"(1786, -139)"
7722,184333,184342,-935,783,-1023,-1423,1,-49,8741,14253,15523,21236,"(1805, -139)"
7723,184355,184364,-400,351,-1262,-1103,216,-69,8775,15960,15487,21260,"(1688, -139)"
7724,184377,184385,-263,606,-1420,15,0,-72,8929,17432,15056,21194,"(1754, -139)"
7725,184399,184407,-233,793,-1377,-223,107,-56,8987,18959,14044,21332,"(1596, -139)"
7726,184421,184429,-515,617,-1167,-431,29,-45,9091,20114,13565,20871,"(1596, -139)"
7727,184443,184451,-506,479,-1519,-847,12,-75,9110,21306,12344,21009,"(1596, -139)"
7728,184464,184473,-187,764,-1147,-1215,90,-57,9180,21856,11416,21080,"(1681, -139)"
7729,184486,184495,-589,501,-1332,-799,-9,-81,9250,22353,9871,21015,"(1535, -139)"
7730,184512,184520,-461,587,-1363,-623,2,-49,9316,22305,8243,21050,"(1649, -139)"
7731,184533,184542,-249,635,-1064,-703,81,-75,9258,22246,7423,21140,"(1498, -139)"
7732,184555,184564,-294,555,-970,-575,41,-64,9403,21569,6046,20967,"(1697, -139)"
7733,184582,184590,-351,358,-1470,-639,-48,-94,9405,20204,4914,21206,"(1736, -171)"
7734,184604,184612,-478,776,-983,-895,192,-62,9468,19318,3981,21260,"(1771, -139)"
7735,184626,184634,-264,1029,-1352,-975,152,-77,9482,17630,3735,21152,"(1584, -139)"
7736,184648,184656,-135,510,-950,-287,123,-82,9602,16151,3322,21164,"(1645, -171)"
7737,184670,184678,-95,797,-1082,-751,94,-58,9538,14224,3550,21080,"(1748, -171)"
7738,184691,184700,-544,753,-1260,-1039,53,-52,9573,12781,4166,21122,"(1698, -139)"
7739,184713,184722,-361,642,-1035,-511,248,-69,9602,10991,4873,21026,"(1674, -171)"
7740,184738,184747,69,978,-1487,-943,0,-26,9614,9542,5962,21074,"(1483, -171)"
7741,184760,184769,-404,822,-1044,-959,-74,-41,9659,8842,6710,20859,"(1701, -171)"
7742,184782,184791,-382,804,-1331,-463,236,-35,9618,8039,8369,20955,"(1761, -139)"
7743,184804,184813,-414,623,-1247,-927,50,-20,9609,7453,9374,20829,"(1564, -139)"
7744,184826,184835,-294,693,-1023,-847,-161,-49,9704,7447,10937,20733,"(1639, -139)"
7745,184848,184856,-228,774,-972,-191,9,-41,9722,7854,11895,20841,"(1764, -171)"
7746,184874,184883,-466,669,-1194,-511,130,-32,9707,9009,13751,21134,"(1713, -171)"
7747,184896,184905,-313,806,-1384,-767,140,-56,9716,10237,14565,21056,"(1733, -139)"
7748,184918,184927,-344,373,-1380,-543,-54,-51,9767,11805,15379,20757,"(1774, -139)"
7749,184940,184949,-342,667,-1347,-575,11,-59,9736,13379,15427,20679,"(1732, -139)"
7750,184965,184974,-345,833,-1396,-943,-35,-59,9752,15074,15415,20835,"(1713, -139)"
7751,184987,184996,-341,388,-1205,-815,243,-60,9765,16965,15235,20751,"(1745, -139)"
7752,185049,185057,-288,756,-1287,-1087,54,-34,9784,20773,13158,20721,"(1685, -139)"
7753,185071,185079,-200,770,-1191,47,236,-29,9724,21647,11607,20601,"(1665, -171)"
7754,185100,185108,-337,642,-1285,-799,216,-6,9771,22503,9788,20691,"(1739, -171)"
7755,185122,185130,-617,500,-1341,-1263,-291,-25,9782,22527,8680,20362,"(1689, -171)"
7756,185143,185152,-482,656,-1187,-783,25,-20,9739,22545,7291,20607,"(1661, -171)"
7757,185171,185180,-392,674,-1275,-879,-62,-13,9751,21407,5848,20278,"(1746, -139)"
7758,185193,185202,-164,765,-1215,-719,42,-24,9779,20689,5052,20619,"(1712, -139)"
7759,185218,185227,-406,783,-1122,-719,86,-26,9782,19097,4142,20625,"(1735, -171)"
7760,185244,185252,-514,617,-1211,-703,72,-45,9802,15409,3585,20823,"(1724, -139)"
7761,185266,185274,-430,632,-1127,-991,213,-28,9775,15301,3502,21032,"(1824, -171)"
7762,185288,185296,-300,756,-1154,-1087,88,-35,9794,13733,3615,20811,"(1674, -139)"
7763,185310,185318,-146,725,-1121,-815,169,-25,9795,12026,4232,20907,"(1741, -171)"
7764,185331,185340,-388,843,-1150,31,1,-28,9766,10590,4891,20751,"(1724, -139)"
